2018/1/24 12:40:57	正在初始化...已完成

2018/1/24 12:40:58	链接12306服务器速度:601毫秒[差]

2018/1/24 12:40:58	获取到:1780个CDN,开始智能测速中...

2018/1/24 12:41:32	查询完毕,本次查询共用时:3287毫秒

2018/1/24 12:41:39	查询完毕,本次查询共用时:253毫秒

2018/1/24 12:41:46	查询完毕,本次查询共用时:363毫秒

2018/1/24 12:42:22	开始查询2018-02-21车次

2018/1/24 12:42:58	链接12306服务器速度:82毫秒[优]

2018/1/24 12:43:40	链接12306服务器速度:404毫秒[良]

2018/1/24 12:44:08	[代理]已使用IE代理（系统）

2018/1/24 12:49:48	结束车票查询

2018/1/24 12:49:50	开始查询2018-02-21车次

2018/1/24 12:59:45	结束车票查询

2018/1/24 13:00:45	开始查询2018-02-21车次

2018/1/24 13:00:50	结束车票查询

2018/1/24 13:00:53	开始查询2018-02-21车次

2018/1/24 13:12:24	结束车票查询

2018/1/24 13:14:57	开始查询2018-02-21车次

2018/1/24 13:16:47	结束车票查询

2018/1/24 13:18:15	开始查询2018-02-21车次

2018/1/24 14:21:52	结束车票查询

2018/1/24 14:21:57	开始查询2018-02-21车次

2018/1/24 15:05:40	结束车票查询

2018/1/24 15:05:53	开始查询2018-02-21车次

2018/1/24 15:42:52	结束车票查询

2018/1/24 15:43:27	[查询失败]很抱歉，按您的查询条件，当前未找到列车!

2018/1/24 15:43:27	查询完毕,本次查询共用时:314毫秒

2018/1/24 15:43:30	[查询失败]很抱歉，按您的查询条件，当前未找到列车!

2018/1/24 15:43:30	查询完毕,本次查询共用时:418毫秒

2018/1/24 15:43:35	[查询失败]很抱歉，按您的查询条件，当前未找到列车!

2018/1/24 15:43:35	查询完毕,本次查询共用时:500毫秒

2018/1/24 15:43:44	查询完毕,本次查询共用时:414毫秒

2018/1/24 15:43:47	查询完毕,本次查询共用时:465毫秒

2018/1/24 15:43:47	查询完毕,本次查询共用时:121毫秒

2018/1/24 15:43:49	查询完毕,本次查询共用时:166毫秒

2018/1/24 15:43:58	开始查询2018-02-21车次

2018/1/24 15:43:58	开始预订T317次列车车票...

2018/1/24 15:43:58	[极速]线程启动完成,开始解析算法...

2018/1/24 15:43:58	[任务1]算法解析完成,开始申请订单...

2018/1/24 15:43:58	[任务2]实时余票为(265)张,继续提交...

2018/1/24 15:43:58	[任务4]当前无需验证码,开始提交订单...

2018/1/24 15:43:58	[任务5]快速出票安全期,等待3617ms

2018/1/24 15:44:02	[提交成功]等待处理,本次用时:4.01秒

2018/1/24 15:44:04	[订票成功]返回订单号:E699975167

2018/1/24 15:44:04	[锁定订单]坐席为系统分配,已完成锁定

2018/1/24 15:44:04	[12306Bypass]: 恭喜,抢票成功!信息如下:乘客:张凯霖,日期:2018-02-21,车次:T317,地点:周口00:37-天津14:12,席别:硬座,更多信息请查询未付款订单...

2018/1/24 15:44:44	开始查询2018-02-21车次

2018/1/24 15:45:30	结束车票查询

2018/1/24 15:46:08	查询完毕,本次查询共用时:172毫秒

2018/1/24 15:47:00	开始查询2018-02-21车次

2018/1/24 15:47:00	已设置定时抢票,现在不抢票,今天 16:30:00 开始抢票！

2018/1/24 15:47:22	结束车票查询

2018/1/24 15:47:24	开始查询2018-02-21车次

2018/1/24 15:47:24	已设置定时抢票,现在不抢票,今天 16:30:00 开始抢票！

2018/1/24 15:47:27	结束车票查询

2018/1/24 15:47:29	开始查询2018-02-21车次

2018/1/24 16:08:00	该用户已在其他地点登录或被踢出，正在重新登录...

2018/1/24 16:14:35	结束车票查询

2018/1/24 16:16:58	开始查询2018-02-21车次

2018/1/24 16:17:21	登录完毕,当前账号：13516231336

2018/1/24 16:17:21	[设置无效]信息不完全,不能自动抢票！(乘客、席别、已选车次其中包含空项

2018/1/24 16:17:25	查询完毕,本次查询共用时:350毫秒

2018/1/24 16:17:38	开始查询2018-02-21车次

2018/1/24 16:37:23	结束车票查询

2018/1/24 16:45:47	正在初始化...已完成

2018/1/24 16:45:48	链接12306服务器速度:383毫秒[良]

2018/1/24 16:45:49	获取到:1781个CDN,开始智能测速中...

2018/1/24 16:46:11	查询完毕,本次查询共用时:627毫秒

2018/1/24 16:46:19	查询完毕,本次查询共用时:331毫秒

2018/1/24 16:46:21	查询完毕,本次查询共用时:369毫秒

2018/1/24 16:46:42	开始查询2018-02-21车次

2018/1/24 16:46:49	链接12306服务器速度:65毫秒[优]

2018/1/24 16:47:49	链接12306服务器速度:67毫秒[优]

2018/1/24 17:25:08	结束车票查询

2018/1/24 17:25:18	开始查询2018-02-21车次

2018/1/24 17:37:12	结束车票查询

